OxPnZzn1_L8_000883.mp4,scuba diving
snh7E7llb48_000070.mp4,dog bow-wow
eNb_niqtGeU_000177.mp4,yodelling
xXaVc4YqBNI_000018.mp4,playing bongo
qTRtT9yDl3s_000319.mp4,playing double bass
4e8Cah6wrvs_000056.mp4,playing synthesizer
1msyXyqRvpY_000000.mp4,people screaming
xEJFlSm1Rho_000010.mp4,people screaming
zhEMnI4WFcM_000405.mp4,wood thrush calling
acXGvTAOKx0_000115.mp4,fire crackling
LhicdC_0z18_000030.mp4,toilet flushing
FGJQ3KC-Geo_000110.mp4,chainsawing trees
tt0zUxL0eEQ_000080.mp4,sheep bleating
wHnLZ7rK33Q_000184.mp4,opening or closing car electric windows
SPiCJj-DN8M_000027.mp4,mouse squeaking
FU5ITRh0Dio_000075.mp4,playing timpani
Xb_qG0_1FvE_000030.mp4,playing electric guitar
efZe222DfUE_000080.mp4,orchestra
tbenIhQ9sMg_000069.mp4,eletric blender running
HYvmx_0U58Q_000052.mp4,playing bass drum
RxOlzFa_DJk_000098.mp4,people booing
BwCTMWNbOgg_000133.mp4,"heart sounds, heartbeat"
eD1iCCmpwJI_000050.mp4,mouse pattering
CkZDZythXFc_000032.mp4,skiing
cmx6LrW2hYc_000152.mp4,playing harpsichord
u7qti8R93Xc_000030.mp4,people whistling
-2Fbw2plADY_000030.mp4,people whispering
he3bYB8MKbU_000234.mp4,playing erhu
1JWJSFMGrN4_000030.mp4,male singing
SiRaK8mLvTQ_000082.mp4,horse neighing
UyHQnqefQf8_000190.mp4,people clapping
SF6uPNllghA_000030.mp4,playing harpsichord
RKy7wBa2k6Y_000107.mp4,hail
1Apm_RvTYaM_000023.mp4,lighting firecrackers
FX07iZ_Q9Zw_000030.mp4,cat meowing
zhd8BEyq7KM_000011.mp4,dog growling
258OgzS1YJQ_000172.mp4,playing bassoon
-A0iftflme4_000044.mp4,rapping
kJ9_4aHn2i8_000001.mp4,dog growling
WGaAaenMIes_000000.mp4,car engine knocking
fO5iMURwOdw_000152.mp4,"playing steel guitar, slide guitar"
XPxws_mLdfU_000008.mp4,mouse clicking
roLyaJegFg0_000037.mp4,airplane
DeKUkj5QAtY_000001.mp4,elk bugling
Js6T3kweDmc_000474.mp4,firing muskets
doiynMzZ8AY_000003.mp4,playing glockenspiel
v7gVtJ89X10_000227.mp4,"electric shaver, electric razor shaving"
mDi0wj71mp0_000002.mp4,playing badminton
kXGCbqFULmE_000070.mp4,printer printing
PHpMnznGxb0_000051.mp4,playing tambourine
u5lxV2kZvs8_000037.mp4,crow cawing
xwFLpeg8v_g_000070.mp4,skateboarding
QtqkNEifIbU_000072.mp4,playing volleyball
QpSwZSHCpgQ_000388.mp4,people finger snapping
xFDMo5dVjpg_000508.mp4,rope skipping
9mfkYtQjThQ_000302.mp4,elk bugling
6jy7Ke-65QY_000156.mp4,hammering nails
87wDtsSqNJw_000145.mp4,playing guiro
ibSs8fg97xg_000108.mp4,volcano explosion
V0xIdahNcnk_000210.mp4,goose honking
Uem7FJ9CYws_000010.mp4,playing harmonica
A60MrQpAqAg_000030.mp4,playing trombone
Q1HSsBQiqww_000124.mp4,playing vibraphone
FwR49aslFxc_000300.mp4,people sniggering
mxEZksPzmjg_000046.mp4,singing bowl
SRGnZ_pw00k_000059.mp4,tapping guitar
rNsKxHEAlyA_000048.mp4,chimpanzee pant-hooting
x4Y03hSl8OM_000510.mp4,"railroad car, train wagon"
s7afsrBrnqY_000162.mp4,playing french horn
zZDOV1fZ5Ng_000013.mp4,playing tabla
PAw9CEh8xTs_000109.mp4,playing oboe
Q8K3shbvV9g_000032.mp4,playing glockenspiel
AobrYbdAXgE_000030.mp4,orchestra
q9GZfcWygDo_000590.mp4,"child speech, kid speaking"
NXdyIjnzMQQ_000310.mp4,playing piano
NjG34Vysszo_000179.mp4,chimpanzee pant-hooting
elli2I6nnHo_000003.mp4,playing didgeridoo
x4rtdVDRhvw_000037.mp4,cricket chirping
NO5CDajDiOg_000022.mp4,missile launch
Ej_LoLI3N9Q_000200.mp4,goose honking
NjQMkEgSeOI_000139.mp4,dog growling
ffyCVRX1v8M_000037.mp4,lighting firecrackers
1s6xOx6Az-Q_000030.mp4,"male speech, man speaking"
id-RLDdMNd0_000060.mp4,helicopter
vFBbXmG-pgo_000078.mp4,"electric shaver, electric razor shaving"
EiAALtev1ns_000000.mp4,playing cymbal
pV-eMBejgw8_000310.mp4,sliding door
nV1ODWL5gV4_000108.mp4,disc scratching
VR7ClP11uWg_000001.mp4,car engine knocking
dfz7xf4CoaY_000020.mp4,"motorboat, speedboat acceleration"
YCWBLHtnn4Y_000070.mp4,playing snare drum
LvpWji0PAHY_000475.mp4,wind chime
T45iRSvxaVM_000083.mp4,tap dancing
cm4pTS-BrN0_000137.mp4,cheetah chirrup
EIybOeHts5g_000030.mp4,toilet flushing
tJfhLrDc2wU_000130.mp4,playing cymbal
ZLAzppjxRCo_000107.mp4,playing tympani
YkW17FfB1cE_000187.mp4,train whistling
T_bLoU6xIE8_000067.mp4,people humming
5d3Skp1kjfw_000305.mp4,playing squash
xn6kEslZ4D8_000034.mp4,electric grinder grinding
O569tbc2Tcg_000001.mp4,volcano explosion
kWlSkwL55Q8_000020.mp4,fireworks banging
M7os_VSljV0_000030.mp4,wind noise
pkjZRdhG-L0_000000.mp4,driving motorcycle
NcRHpH7QTYA_000061.mp4,sharpen knife
5oY9-wTnsL8_000465.mp4,machine gun shooting
49Z9l5j9cUc_000039.mp4,tap dancing
kxQ6u8o7lrI_000035.mp4,playing electronic organ
ERHZYuFN1yM_000188.mp4,playing mandolin
2EoPvjQBmYw_000080.mp4,mouse pattering
b3uprO7r9tU_000530.mp4,stream burbling
32cl4XGoJsQ_000043.mp4,"motorboat, speedboat acceleration"
k5rpGEu_zYc_000000.mp4,metronome
bAp1_Gv5dJg_000030.mp4,driving buses
4Jn8Dwzkpsg_000050.mp4,people belly laughing
UF1VZfNnPgE_000111.mp4,"playing steel guitar, slide guitar"
vSnLqvvF1-w_000020.mp4,"railroad car, train wagon"
U341v34Faf8_000030.mp4,people crowd
9qQ1epqNq-I_000468.mp4,footsteps on snow
jtRe2nSl3ho_000001.mp4,bathroom ventilation fan running
G-QpRMCGAD4_000210.mp4,playing flute
S4oeFNF_oEs_000090.mp4,playing castanets
xtwrbYRs4N4_000248.mp4,playing synthesizer
gDdegTUpmkQ_000210.mp4,people screaming
qcHVQNpa9ck_000012.mp4,playing glockenspiel
LTJJqIPPxi0_000000.mp4,lions growling
QGQKImZlLes_000016.mp4,dog whimpering
jctBAxi2Drw_000176.mp4,"cattle, bovinae cowbell"
JkGuBlIq-u4_000674.mp4,beat boxing
o8qnSWuCC98_000026.mp4,"fly, housefly buzzing"
X7pAq9jdIxw_000129.mp4,ice cracking
-9wRxzJ5j_Y_000000.mp4,splashing water
ij69DK5uq1I_000201.mp4,playing guiro
DpJn0gNpfbs_000019.mp4,tapping guitar
z51ANab1z68_000044.mp4,people belly laughing
QBo6hYdX-28_000204.mp4,playing castanets
5eo266GrDR8_000149.mp4,bowling impact
jofRLi0tu5E_000015.mp4,car engine knocking
tRiU7Re05Ec_000220.mp4,fireworks banging
jW57wvXbRS0_000002.mp4,playing bagpipes
OKkS0SIkZCc_000146.mp4,spraying water
HhAVN1pJWHA_000110.mp4,using sewing machines
k0yHUF-mQhY_000653.mp4,writing on blackboard with chalk
p-DcPCo7Swo_000097.mp4,playing double bass
eK97_rb6BsY_000072.mp4,playing gong
MTvQzs4-CPo_000023.mp4,magpie calling
bChI5c4Hi8g_000014.mp4,dog baying
OXQW9ekhj7M_000016.mp4,ambulance siren
zaJneNKuMJI_000100.mp4,cattle mooing
LnaddgrNiL4_000020.mp4,fireworks banging
CfS97Vs1RCM_000027.mp4,"pigeon, dove cooing"
VvVLOtSMI40_000150.mp4,"race car, auto racing"
yS2ha-U_2Ng_000074.mp4,playing tambourine
RhkwY56fi7g_000020.mp4,dog bow-wow
3pVA-QGwVco_000030.mp4,chicken crowing
UcsenQXUwRs_000077.mp4,people eating noodle
2lm40_cmSIc_000057.mp4,playing squash
L1BlAcGSwtc_000113.mp4,playing didgeridoo
zgAnM-pd12U_000065.mp4,beat boxing
QlVrF7nMssw_000040.mp4,playing erhu
MrM2GhKmpN0_000010.mp4,playing banjo
yOrMgYU4DCk_000006.mp4,cat hissing
tSZJjFILZAY_000020.mp4,playing drum kit
WbmRmZZe1t8_000090.mp4,playing banjo
j_VmGdKx8pY_000115.mp4,airplane flyby
83ZkG88yP-s_000336.mp4,playing tympani
SCskHem1qzo_000060.mp4,basketball bounce
zQXU05w_S4U_000030.mp4,dog howling
qlyMl7FRoNk_000127.mp4,tapping guitar
MyjvyVmVeK8_000223.mp4,train horning
TqabHzgNQvc_000020.mp4,fireworks banging
6_2P8lbGRkY_000018.mp4,playing trumpet
pm49-8jN6uk_000020.mp4,playing banjo
aqTawOdIVAc_000090.mp4,helicopter
UojzhFVu-v8_000101.mp4,playing tambourine
4RmWO6hrIT4_000065.mp4,playing tabla
2BsSUKXiOIM_000294.mp4,playing lacrosse
Ac5w0WBPoKg_000030.mp4,playing bass guitar
g6yXyA2zZFI_000005.mp4,"vehicle horn, car horn, honking"
z0oD2rO1srE_000130.mp4,ocean burbling
_KHeqZL0HbY_000225.mp4,playing oboe
